Customer Satisfaction Score,Response Time,Daily User Logins,Average Session Duration,Survey Response Rate,Transaction Amount,Product Rating,Preferred Communication Channel,Membership Status,Product Category Preference,High-Value Purchase Count,Customer Support Calls,Website Click-Through Rate,Newsletter Open Rate,Social Media Engagement Score,Referral Count,Account Age,Feedback Score,Product Return Rate,Marketing Email Click Rate,Subscription Status,Product Upsell Success,Customer Segment Group,Interest in New Product,Income Level
67,22.90,28,20.78,58.84,90.59,96,SMS,Yes,Gold,59.58,49.42,30,71.0,17.96,9,21,89,No,45.97,1,1,B,Yes,Low
98,59.02,22,34.89,52.18,58.61,82,Email,Yes,Platinum,90.84,62.93,80,68.5,90.22,2,45,13,No,90.28,1,0,C,No,Low
0,38.78,65,65.04,61.18,1.73,83,Phone,Yes,Platinum,93.97,61.01,74,72.9,55.77,52,93,50,No,62.40,0,0,C,No,Low
45,89.27,41,71.73,93.95,3.61,87,SMS,Yes,Platinum,40.45,45.31,28,78.8,20.15,56,43,58,No,36.76,0,0,D,Yes,High
81,69.33,8,2.82,47.54,38.85,17,Email,Yes,Gold,62.39,17.50,99,34.8,18.75,22,65,44,No,8.77,1,1,D,Yes,High
38,98.94,100,70.92,53.55,61.03,60,Phone,Yes,Gold,7.24,29.51,28,78.8,6.64,4,43,71,No,29.50,1,1,C,Yes,High
21,90.32,85,45.04,86.75,73.18,81,SMS,Yes,Platinum,85.50,78.55,19,92.2,97.59,6,89,76,No,20.83,0,1,D,No,Low
23,72.63,73,40.16,84.03,36.57,22,Email,Yes,Basic,11.19,14.61,23,76.8,13.89,45,15,41,No,31.86,1,1,A,No,Low
54,24.86,9,81.39,58.25,43.12,50,Phone,Yes,Gold,67.59,26.43,32,49.0,98.56,45,17,66,No,88.68,1,0,A,No,Medium
82,86.36,100,56.29,6.45,52.73,52,SMS,Yes,Gold,20.36,87.49,12,43.8,59.84,25,28,74,No,70.56,1,1,A,No,Medium
51,34.72,14,77.83,26.20,63.64,70,Email,Yes,Gold,78.57,38.03,72,74.4,78.41,81,46,35,No,45.84,0,0,B,No,Low
30,12.90,46,22.11,45.91,57.81,82,Phone,Yes,Platinum,97.22,31.57,88,20.4,85.47,6,15,81,No,49.86,0,0,B,Yes,Low
47,61.87,67,56.89,8.94,6.84,99,SMS,Yes,Platinum,0.00,49.74,0,45.9,73.68,54,31,78,No,81.06,0,0,A,Yes,Low
63,48.63,11,99.46,88.77,82.13,91,Email,Yes,Basic,88.60,16.33,94,45.3,31.99,92,82,71,No,32.14,0,1,A,No,High
56,46.71,95,20.24,3.95,58.13,29,Phone,Yes,Gold,7.27,98.55,28,8.4,21.07,85,88,34,No,21.45,0,1,D,Yes,High
87,47.30,77,54.60,49.61,50.25,50,SMS,Yes,Basic,45.22,41.95,40,49.4,84.34,54,82,19,No,71.16,1,0,A,No,Low
17,85.48,74,70.93,69.63,24.61,99,Email,Yes,Gold,11.76,86.05,61,7.9,53.02,89,91,63,No,50.48,1,0,D,Yes,Low
35,72.39,14,74.67,36.70,93.99,93,Phone,Yes,Platinum,37.03,85.57,52,71.8,31.96,78,73,96,No,24.15,0,1,D,No,High
51,95.15,51,60.06,42.82,81.01,19,SMS,Yes,Basic,45.65,22.79,89,54.3,83.86,38,96,69,No,27.26,1,0,C,No,Low
86,6.25,36,52.38,45.63,6.24,28,Email,Yes,Basic,73.68,20.42,48,43.2,33.00,71,76,26,No,47.76,1,1,C,No,Low
65,68.59,64,16.64,60.99,40.44,72,Phone,Yes,Gold,11.84,53.51,65,41.0,80.86,88,54,45,No,11.95,0,0,C,No,High
29,51.55,22,78.04,49.61,50.25,50,SMS,Yes,Platinum,26.13,92.44,23,16.8,45.09,67,69,65,No,2.61,1,1,B,Yes,Medium
56,76.78,68,56.48,49.61,50.25,50,Email,Yes,Platinum,28.26,7.01,64,62.6,75.98,81,97,76,No,93.66,0,1,B,No,Low
82,22.44,45,77.28,58.18,97.95,84,Phone,Yes,Platinum,58.25,77.39,61,43.1,52.70,54,99,49,No,59.48,0,0,C,No,Low
70,19.99,86,9.50,12.20,43.22,5,SMS,Yes,Gold,77.88,86.66,4,42.6,85.30,75,12,94,No,39.94,1,1,D,Yes,Medium
94,46.60,51,16.28,26.54,28.04,84,Email,Yes,Gold,25.62,4.40,55,37.7,46.55,66,87,33,No,63.43,0,0,D,Yes,Low
9,86.71,17,19.48,6.25,86.45,9,Phone,Yes,Platinum,82.07,35.92,3,20.3,42.44,11,11,21,No,70.85,1,0,B,Yes,Low
60,25.77,99,69.46,91.69,5.89,38,SMS,Yes,Basic,28.55,50.65,95,94.1,48.56,39,34,96,No,55.69,1,1,A,Yes,High
43,24.15,14,15.01,36.68,74.42,72,Email,Yes,Gold,80.19,13.99,14,10.5,91.46,6,68,48,No,43.96,1,0,D,No,Low
82,61.27,17,92.88,48.80,94.57,2,Phone,Yes,Gold,26.22,20.97,60,94.1,73.85,27,57,69,No,59.21,1,0,D,Yes,Low
28,30.51,38,20.20,96.58,49.06,31,SMS,Yes,Gold,17.63,95.22,99,27.8,48.19,3,81,4,No,27.73,1,0,A,Yes,Medium
16,82.56,29,44.48,52.26,90.10,17,Email,Yes,Platinum,71.01,82.34,98,6.0,78.04,38,70,28,No,75.01,1,1,B,Yes,High
65,47.47,29,10.53,40.74,47.10,94,Phone,Yes,Platinum,84.19,59.23,56,35.7,71.81,83,90,44,No,86.79,0,0,B,No,Low
43,93.83,33,57.66,66.47,4.05,64,SMS,Yes,Basic,71.95,82.12,82,24.0,95.48,73,69,81,No,21.15,1,1,A,No,Low
78,5.39,69,77.05,92.69,73.87,52,Email,Yes,Gold,44.14,14.80,15,19.6,70.01,30,68,79,No,8.40,1,0,B,Yes,High
100,98.51,91,98.11,18.31,3.06,34,Phone,Yes,Basic,20.13,20.68,82,41.9,45.31,68,86,100,No,85.18,0,1,C,No,Medium
17,93.65,2,19.33,48.96,96.17,85,SMS,Yes,Gold,68.71,85.60,67,84.8,75.40,36,68,49,No,15.07,1,1,C,No,High
14,83.77,62,94.24,87.15,8.96,78,Email,Yes,Platinum,81.84,88.91,45,25.4,36.12,25,70,25,No,21.77,0,1,D,Yes,High
87,38.72,16,69.79,52.13,59.86,55,Phone,Yes,Basic,56.09,33.90,41,55.3,43.60,63,88,81,No,37.95,0,1,B,No,Low
63,69.11,25,14.89,99.14,28.96,71,SMS,Yes,Basic,10.98,39.70,53,78.2,10.22,93,8,34,No,34.81,1,0,D,No,High
64,13.29,42,12.80,49.61,50.25,50,Email,Yes,Gold,13.72,73.85,41,45.1,76.49,97,29,40,No,35.19,1,0,C,Yes,Medium
83,84.45,79,35.44,48.08,64.82,38,Phone,Yes,Platinum,40.03,62.01,41,59.8,55.77,89,53,85,No,60.28,0,1,D,Yes,Low
63,3.35,15,75.34,1.71,0.32,94,SMS,Yes,Platinum,49.85,97.54,7,87.8,57.67,67,78,87,No,73.66,1,0,D,No,High
90,4.08,38,0.17,30.56,4.23,13,Email,Yes,Platinum,91.87,17.47,15,57.7,52.22,57,18,50,No,44.01,0,1,D,No,Medium
56,18.72,37,69.05,70.05,27.94,95,Phone,Yes,Gold,28.48,7.60,60,16.8,29.35,34,97,84,No,81.23,0,1,B,No,Low
21,89.72,27,72.87,76.72,80.43,78,SMS,Yes,Gold,9.27,1.96,12,68.9,3.30,48,20,17,No,59.94,0,0,D,Yes,Medium
38,13.98,57,81.42,57.91,4.33,52,Email,Yes,Platinum,21.37,30.22,11,69.6,22.71,12,79,2,No,40.46,0,1,B,No,Medium
89,59.07,56,67.12,44.99,85.07,32,Phone,Yes,Basic,32.48,83.12,78,91.1,58.66,21,28,22,No,49.69,1,0,D,Yes,Low
66,15.25,51,33.97,51.92,93.05,60,SMS,Yes,Gold,13.83,72.67,67,15.9,34.03,63,34,21,No,48.04,0,0,C,No,High
81,51.14,4,77.83,72.87,40.06,6,Email,Yes,Gold,80.14,18.68,51,53.5,36.07,46,56,6,No,5.24,1,0,D,Yes,Medium
32,40.64,52,70.43,49.61,50.25,50,Phone,Yes,Gold,49.60,43.66,3,86.0,64.86,94,8,78,No,53.04,1,1,D,Yes,Low
81,92.54,38,43.68,24.40,36.15,42,SMS,Yes,Platinum,36.63,0.10,72,34.8,33.41,97,14,38,No,86.40,0,0,C,No,High
24,77.08,58,29.20,87.88,4.64,58,Email,Yes,Platinum,34.13,37.62,53,84.1,48.95,74,87,37,No,64.59,0,0,D,No,High
78,56.33,54,22.10,80.87,80.00,17,Phone,Yes,Basic,29.53,16.34,58,88.3,18.85,10,4,35,No,95.99,1,0,D,Yes,Low
51,53.85,74,20.88,75.04,29.30,9,SMS,Yes,Gold,75.80,35.80,42,36.1,28.18,99,14,17,No,78.07,1,1,A,Yes,High
18,7.82,91,46.82,99.49,11.18,29,Email,Yes,Basic,76.40,48.43,86,10.0,14.55,85,51,31,No,39.97,0,0,C,No,Low
57,83.53,29,63.83,53.90,25.93,63,Phone,Yes,Gold,21.68,34.52,84,62.0,64.48,55,21,13,No,51.58,0,0,B,Yes,Medium
36,99.55,70,79.71,85.45,16.43,43,SMS,Yes,Platinum,6.94,38.56,22,45.8,42.88,61,96,95,No,27.45,1,0,D,No,High
58,13.32,96,47.02,80.91,49.29,19,Email,Yes,Basic,3.95,33.74,51,51.3,21.94,40,6,78,No,51.41,1,1,B,Yes,Medium
93,60.59,33,88.25,61.88,38.91,71,Phone,Yes,Basic,22.25,32.08,84,41.9,33.92,58,26,66,No,34.98,1,0,C,No,Low
45,95.45,71,70.34,55.90,95.43,99,SMS,Yes,Gold,77.22,87.54,56,17.1,41.20,63,87,63,No,50.76,1,1,A,No,High
84,62.23,7,91.19,58.83,40.02,17,Email,Yes,Platinum,92.27,1.72,34,27.1,81.47,44,68,67,No,30.60,0,0,C,No,Low
94,81.45,31,60.21,4.82,89.95,88,Phone,Yes,Platinum,0.11,40.91,30,6.2,30.14,33,82,81,No,12.23,1,0,C,No,Low
94,2.11,47,97.51,55.65,79.37,54,SMS,Yes,Platinum,81.07,73.31,31,33.4,97.61,92,52,69,No,58.83,1,1,B,No,Medium
21,82.36,20,74.21,49.61,50.25,50,Email,Yes,Gold,24.09,34.50,69,47.5,62.38,97,54,66,No,32.42,0,1,C,Yes,High
30,21.34,76,98.28,49.61,50.25,50,Phone,Yes,Gold,65.68,93.44,50,87.3,89.91,8,83,53,No,11.52,0,1,B,No,High
81,97.08,71,99.39,37.39,5.27,72,SMS,Yes,Platinum,0.73,604.69,8,22.2,40.68,51,75,21,No,67.89,1,1,D,No,High
30,9.98,76,86.83,53.50,56.84,56,Email,Yes,Basic,99.77,33.43,78,27.7,30.06,4,15,40,No,53.22,1,0,C,Yes,High
80,40.96,81,56.50,5.90,71.97,40,Phone,Yes,Gold,29.52,17.64,89,95.3,70.08,8,49,8,No,3.81,1,0,B,No,Low
23,44.43,14,9.35,67.79,59.33,18,SMS,Yes,Gold,71.66,52.61,60,15.1,75.14,77,50,87,No,43.79,0,0,D,No,High
2,6.29,10,92.91,67.55,78.88,17,Email,Yes,Gold,44.59,88.53,65,91.5,70.33,55,1,32,No,99.57,1,0,B,Yes,High
79,38.18,59,70.62,76.49,26.43,20,Phone,Yes,Platinum,22.15,76.35,54,50.0,34.47,92,18,5,No,10.42,1,1,B,Yes,Medium
59,50.36,18,38.82,51.32,8.22,21,SMS,Yes,Platinum,23.51,95.61,27,46.5,53.82,36,55,38,No,59.11,0,0,B,No,High
75,95.18,39,89.46,85.45,20.25,60,Email,Yes,Basic,95.88,34.71,30,28.7,33.48,49,15,68,No,23.23,1,1,D,Yes,High
79,69.76,5,51.81,86.12,6.63,95,Phone,Yes,Gold,84.51,86.77,82,81.1,68.07,3,58,28,No,30.18,0,1,B,No,Medium
41,36.42,25,54.72,35.94,97.83,47,SMS,Yes,Basic,35.16,25.46,22,20.0,91.58,3,78,12,No,34.48,0,1,D,No,High
82,79.57,47,34.32,22.11,45.90,81,Email,Yes,Gold,57.08,76.21,12,51.9,21.89,91,92,19,No,73.47,0,0,B,No,High
2,38.29,41,87.57,72.70,8.51,2,Phone,Yes,Platinum,25.53,80.07,893,15.8,57.77,94,59,45,No,83.46,1,1,B,Yes,Medium
45,17.06,78,21.10,49.61,50.25,50,SMS,Yes,Basic,55.18,75.96,66,76.6,13.23,14,50,79,No,79.29,0,1,D,Yes,Medium
73,60.22,90,0.38,51.99,70.24,3,Email,Yes,Basic,96.05,18.18,97,91.9,80.10,92,96,55,No,30.95,0,0,B,Yes,Medium
50,24.39,61,93.41,16.58,50.81,7,Phone,Yes,Gold,14.06,3.30,73,4.2,97.12,24,60,66,No,15.58,1,1,A,No,Medium
76,27.20,75,37.29,66.34,41.11,88,SMS,Yes,Platinum,81.51,89.19,92,63.6,31.08,7,22,17,No,93.54,1,1,A,Yes,Low
21,28.56,76,92.88,52.55,77.31,2,Email,Yes,Platinum,55.18,16.11,86,71.7,33.65,4,65,64,No,64.45,0,0,D,No,Low
39,67.89,62,16.92,41.50,82.86,19,Phone,Yes,Platinum,60.79,86.67,88,43.8,9.01,89,18,54,No,96.11,0,0,C,No,High
63,1.20,88,2.29,70.92,45.08,7,SMS,Yes,Gold,90.90,32.90,20,84.3,41.36,86,30,58,No,35.99,0,1,A,Yes,High
41,2.93,80,55.54,56.03,33.25,89,Email,Yes,Gold,4.10,33.90,46,64.9,67.40,50,33,60,No,28.86,0,1,C,Yes,High
61,80.22,59,52.23,64.86,60.06,71,Phone,Yes,Platinum,41.57,4.78,76,11.0,55.46,1,71,18,No,73.93,1,0,D,Yes,Low
63,42.07,59,24.90,99.96,77.36,39,SMS,Yes,Basic,21.18,57.98,34,4.3,34.23,2,54,6,No,93.90,0,0,B,No,Low
82,91.15,94,71.48,61.07,12.29,11,Email,Yes,Gold,64.11,64.73,55,13.0,54.63,26,57,30,No,62.45,1,1,D,No,Medium
20,69.00,42,72.52,8.83,78.25,58,Phone,Yes,Gold,65.20,13.29,62,0.3,32.86,70,87,36,No,16.34,1,0,B,No,High
35,98.48,19,11.99,81.28,77.19,82,SMS,Yes,Gold,79.37,74.58,4,48.6,33.99,34,13,88,No,4.92,0,1,A,No,Medium
68,25.67,94,38.15,41.96,14.75,46,Email,Yes,Platinum,76.76,59.50,49,38.6,28.53,12,27,27,No,27.23,1,0,D,Yes,High
12,63.26,95,92.19,49.61,50.25,50,Phone,Yes,Platinum,90.72,66.52,62,28.5,44.35,95,74,6,No,43.64,0,0,A,Yes,High
8,16.03,10,49.75,75.85,29.93,51,SMS,Yes,Basic,73.27,7.16,57,59.2,54.58,17,67,23,No,8.86,1,0,A,No,High
23,84.28,63,73.87,23.22,20.99,43,Email,Yes,Gold,86.20,93.14,1,71.4,42.78,59,53,87,No,68.88,0,0,D,No,Medium
53,6.65,51,59.90,91.02,36.59,24,Phone,Yes,Basic,86.46,17.98,1132,56.0,28.29,9,8,67,No,72.50,1,0,B,Yes,High
2,26.28,88,81.79,18.60,24.62,94,SMS,Yes,Gold,47.15,97.28,65,45.5,37.01,61,53,67,No,90.89,0,0,A,Yes,Medium
9,94.17,85,10.92,49.61,50.25,50,Email,Yes,Platinum,28.91,91.92,56,3.1,3.48,12,27,15,No,15.80,1,0,A,Yes,High
61,6.80,25,96.32,85.59,92.84,4,Phone,Yes,Basic,59.71,18.96,7,70.2,92.97,32,43,73,No,61.86,1,1,A,Yes,Medium
8,18.87,23,54.54,41.26,70.58,86,SMS,Yes,Basic,58.84,53.91,50,17.0,49.28,78,55,43,No,2.04,0,1,B,Yes,Low
69,44.09,8,20.42,70.54,69.21,59,Email,Yes,Gold,94.73,65.51,88,71.6,75.20,13,10,32,No,63.77,0,0,B,No,Low
2,73.48,46,89.48,74.43,79.34,22,Phone,Yes,Platinum,81.01,33.71,59,0.3,93.29,28,12,78,No,36.90,0,0,C,No,High
40,74.60,57,70.30,90.77,42.96,43,SMS,Yes,Platinum,13.97,89.74,56,4.0,41.71,83,9,30,No,6.48,1,0,C,Yes,Medium
13,76.17,39,89.78,7.91,39.63,59,Email,Yes,Platinum,62.77,28.95,40,84.4,10.83,97,63,42,No,57.19,1,0,A,Yes,Low
23,40.80,51,90.56,99.88,74.61,74,Phone,Yes,Gold,76.64,90.30,93,0.2,92.31,95,0,1,No,5.80,0,0,B,Yes,Medium
77,97.30,58,82.53,9.94,30.45,69,SMS,Yes,Gold,94.95,3.17,81,13.8,12.22,70,8,45,No,67.91,0,0,A,No,Medium
56,59.29,82,21.74,94.94,6.90,30,Email,Yes,Platinum,18.60,77.48,97,77.3,25.02,25,73,33,No,1.45,1,1,B,Yes,Low
100,61.38,83,23.86,65.27,48.38,85,Phone,Yes,Basic,53.90,33.61,71,0.6,68.84,54,32,57,No,88.60,1,1,A,Yes,Low
24,88.37,12,35.10,2.98,26.26,80,SMS,Yes,Gold,57.45,2.77,33,78.6,1.98,28,19,35,No,42.72,0,0,B,Yes,High
14,99.83,3,51.86,73.57,93.78,52,Email,Yes,Gold,37.33,89.08,73,66.7,16.39,43,40,91,No,98.45,0,0,C,Yes,High
17,87.57,15,40.53,20.36,54.02,93,Phone,Yes,Gold,81.43,90.04,43,39.5,21.23,89,74,46,No,10.23,0,0,B,No,Low
35,18.76,29,15.59,82.01,5.81,45,SMS,Yes,Platinum,45.80,43.54,42,14.5,55.87,28,61,66,No,70.50,0,1,C,No,Medium
75,21.72,86,69.88,44.83,96.31,75,Email,Yes,Platinum,26.06,46.08,19,71.4,83.41,8,74,51,No,30.35,1,0,C,Yes,Medium
18,91.89,33,21.19,49.61,50.25,50,Phone,Yes,Basic,51.05,83.86,93,73.2,39.17,27,32,75,No,40.23,0,1,A,Yes,Low
19,75.37,19,38.88,41.38,50.11,89,SMS,Yes,Gold,14.47,33.85,42,31.3,77.19,1,93,52,No,18.83,1,1,D,No,High
69,80.84,19,1.37,91.47,30.37,76,Email,Yes,Basic,52.98,36.55,69,53.7,73.61,44,78,51,No,73.18,1,1,B,No,Medium
12,96.27,52,91.41,68.58,21.08,63,Phone,Yes,Gold,98.07,52.56,32,21.4,25.41,84,16,93,No,65.64,1,1,C,No,Medium
12,17.77,98,9.39,4.36,75.73,47,SMS,Yes,Platinum,37.91,80.33,57,15.1,72.10,9,25,56,No,51.66,0,0,D,Yes,High
87,2.91,39,38.03,53.55,0.14,30,Email,Yes,Basic,23.33,84.39,27,46.2,11.64,73,43,19,No,83.88,1,0,C,No,Medium
42,21.11,21,1.80,78.92,50.63,93,Phone,Yes,Basic,61.66,35.50,27,58.4,38.55,26,38,71,No,47.49,0,1,C,Yes,High
86,27.08,41,38.24,91.11,31.69,55,SMS,Yes,Gold,54.81,8.61,96,43.0,47.99,47,51,48,No,46.96,1,0,D,Yes,High
84,64.39,14,9.56,58.94,25.76,79,Email,Yes,Platinum,69.04,77.40,49,5.4,18.55,5,52,58,No,29.85,1,0,D,Yes,High
90,14.70,69,41.55,25.38,44.83,55,Phone,Yes,Platinum,56.02,48.12,86,45.1,59.58,92,5,52,No,9.83,0,1,D,No,Medium
22,42.24,46,62.80,7.67,1.87,19,SMS,Yes,Platinum,40.00,66.92,1,4.9,73.04,94,13,37,No,11.82,1,1,C,Yes,Low
66,48.84,12,3.14,98.46,70.43,87,Email,Yes,Gold,21.44,28.59,60,16.8,3.05,78,82,61,No,58.28,1,1,B,Yes,Medium
3,85.10,51,57.23,25.16,99.20,44,Phone,Yes,Gold,96.18,380.83,74,32.6,60.73,57,83,60,No,83.36,0,1,A,Yes,Low
81,53.83,61,38.58,7.27,94.56,94,SMS,Yes,Platinum,56.19,12.32,1,98.0,98.36,55,44,96,No,47.23,1,0,D,Yes,Low
79,68.09,18,35.97,72.60,47.61,76,Email,Yes,Basic,16.02,44.10,67,7.3,31.72,13,29,81,No,87.19,1,1,B,No,Medium
50,44.81,37,72.71,9.42,10.80,55,Phone,Yes,Gold,21.21,48.45,54,41.4,13.41,47,80,68,No,14.19,1,1,B,No,Low
10,52.42,90,94.40,3.02,36.91,33,SMS,Yes,Gold,18.39,28.44,3,57.4,69.76,0,43,46,No,75.22,0,1,A,Yes,Low
66,56.75,33,91.80,82.24,72.86,39,Email,Yes,Gold,28.71,45.47,25,74.1,64.44,52,38,31,No,39.25,1,1,A,No,High
62,13.42,98,55.97,4.58,13.96,93,Phone,Yes,Platinum,37.24,14.30,74,36.5,98.09,27,8,58,No,79.58,1,1,C,No,Low
99,35.78,12,73.71,82.89,32.40,28,SMS,Yes,Platinum,85.36,70.57,83,25.2,47.81,37,82,15,No,61.58,1,0,B,No,Low
5,74.16,61,32.99,3.04,96.97,38,Email,Yes,Basic,32.96,40.55,66,46.7,39.50,3,37,19,No,25.67,0,1,B,Yes,High
95,76.57,23,67.78,64.51,32.72,37,Phone,Yes,Gold,18.27,3.72,49,59.0,52.01,65,35,13,No,7.25,1,1,A,Yes,Low
36,97.77,3,60.16,61.03,88.15,42,SMS,Yes,Basic,60.74,70.18,9,71.4,65.96,2,85,64,No,62.65,1,0,A,Yes,High
10,56.35,44,37.80,3.92,60.39,6,Email,Yes,Gold,51.69,59.54,35,69.5,78.12,60,34,5,No,97.84,0,0,D,No,High
21,90.90,89,69.60,71.95,34.89,39,Phone,Yes,Platinum,27.17,86.90,28,62.4,71.09,62,75,20,No,55.82,0,1,B,No,High
28,40.72,12,67.95,90.06,39.93,99,SMS,Yes,Basic,71.11,1.31,43,22.6,63.00,21,56,8,No,88.61,0,1,C,Yes,Medium
68,30.17,26,84.14,40.01,4.08,36,Email,Yes,Basic,69.48,67.08,60,71.9,94.76,7,4,56,No,8.24,1,1,B,Yes,High
8,66.45,47,59.17,24.06,46.69,33,Phone,Yes,Gold,45.84,24.22,27,64.6,1.30,46,57,35,No,82.85,0,1,A,Yes,Medium
90,3.71,18,49.52,13.39,87.48,44,SMS,Yes,Platinum,51.10,14.59,81,89.1,92.18,21,60,70,No,55.98,0,1,D,Yes,Medium
27,70.77,18,6.61,42.46,95.01,83,Email,Yes,Platinum,3.06,45.64,31,36.0,7.19,26,58,91,No,29.76,0,0,D,No,High
14,6.37,7,52.16,3.35,47.63,53,Phone,Yes,Platinum,39.51,86.71,44,72.0,59.78,46,26,2,No,64.33,1,0,A,No,High
18,21.71,38,20.10,30.26,6.30,41,SMS,Yes,Gold,92.27,44.41,41,95.9,52.45,26,3,88,No,64.69,1,1,C,No,High
7,90.73,23,94.30,38.39,38.41,5,Email,Yes,Gold,73.67,30.82,67,1.4,72.71,92,24,7,No,93.39,0,0,D,Yes,Low
92,66.85,62,66.24,83.91,5.48,17,Phone,Yes,Platinum,30.22,36.89,50,53.3,45.17,56,29,62,No,95.97,1,1,D,Yes,Medium
64,15.05,25,42.62,12.67,34.17,59,SMS,Yes,Basic,37.07,89.32,39,70.6,91.62,74,66,27,No,20.79,0,1,C,No,Medium
57,15.59,68,47.68,17.17,46.84,11,Email,Yes,Gold,68.36,6.35,8,31.9,12.90,33,21,68,No,3.56,1,1,A,No,Medium
47,49.59,72,74.57,65.45,9.93,59,Phone,Yes,Gold,93.45,78.61,44,28.7,41.52,48,78,5,No,63.56,0,0,C,Yes,Low
43,85.25,99,97.28,55.08,65.26,82,SMS,Yes,Gold,62.05,14.75,77,9.2,13.52,83,56,50,No,33.19,1,1,A,No,High
73,98.85,70,56.33,49.61,50.25,50,Email,Yes,Platinum,60.74,90.41,21,49.0,5.23,97,60,18,No,11.08,0,0,B,Yes,High
63,94.22,19,35.81,67.77,6.97,34,Phone,Yes,Platinum,97.58,92.73,96,95.2,84.11,95,1,78,No,46.92,1,0,C,Yes,Medium
61,96.64,59,52.86,38.78,19.66,18,SMS,Yes,Basic,10.45,73.63,17,38.0,79.20,87,91,34,No,48.07,0,0,D,Yes,Medium
23,27.95,14,17.15,85.45,83.87,44,Email,Yes,Gold,23.73,84.04,44,3.9,26.79,45,17,7,No,23.72,0,1,C,Yes,High
67,52.20,14,55.30,43.32,14.81,11,Phone,Yes,Basic,15.31,44.85,27,90.2,6.66,30,24,40,No,23.36,0,0,C,Yes,Low
64,97.24,53,82.45,8.18,41.84,27,SMS,Yes,Gold,36.67,32.05,7,89.3,34.67,61,58,46,No,31.15,1,1,B,Yes,Low
1,63.00,72,60.38,98.67,11.64,30,Email,Yes,Platinum,12.90,7.12,3,68.9,79.15,48,38,18,No,10.62,1,1,C,Yes,Low
33,64.50,91,22.81,54.34,58.22,83,Phone,Yes,Basic,69.77,50.50,56,69.7,81.58,23,25,100,No,10.95,1,0,C,No,Medium
64,75.55,65,16.40,94.45,84.46,10,SMS,Yes,Basic,52.17,90.55,33,15.7,4.25,26,87,64,No,22.70,0,1,B,No,High
88,77.73,9,78.18,90.30,69.54,77,Email,Yes,Gold,60.52,20.71,43,53.1,4.37,48,63,75,No,54.75,1,1,D,Yes,Low
26,35.56,18,27.52,39.50,1.46,32,Phone,Yes,Platinum,39.41,88.74,81,7.1,5.94,85,12,46,No,43.74,0,1,B,No,High
61,35.09,93,10.15,89.51,54.88,85,SMS,Yes,Platinum,49.53,71.07,34,89.3,33.96,4,74,16,No,65.65,0,0,A,Yes,Medium
11,60.65,58,37.02,87.66,76.45,21,Email,Yes,Platinum,91.48,89.27,28,28.5,95.46,52,94,39,No,80.11,1,1,A,Yes,Low
41,37.44,48,79.43,76.93,54.84,14,Phone,Yes,Gold,17.22,27.46,63,65.1,12.12,71,97,25,No,48.71,0,0,C,Yes,Low
88,45.49,73,78.88,66.52,14.47,96,SMS,Yes,Gold,2.15,3.98,39,43.5,57.92,35,41,90,No,31.49,1,1,B,No,Low
6,74.79,38,50.99,2.78,30.19,84,Email,Yes,Platinum,9.80,86.97,75,11.5,69.79,65,95,23,No,19.10,1,1,D,No,Medium
13,95.24,89,90.20,5.83,93.91,99,Phone,Yes,Basic,9.71,47.31,90,44.5,33.88,63,97,57,No,46.93,1,1,B,Yes,Low
12,47.19,34,48.45,43.32,89.04,61,SMS,Yes,Gold,23.21,88.80,37,95.8,16.39,14,88,52,No,30.80,0,1,D,Yes,Medium
82,52.58,26,32.71,3.45,12.58,34,Email,Yes,Gold,86.53,56.16,92,2.3,86.39,71,34,70,No,60.28,0,1,B,Yes,High
68,75.69,99,26.18,53.77,20.79,85,Phone,Yes,Gold,74.41,6.58,58,4.4,7.54,95,7,94,No,1.97,1,0,C,Yes,High
25,92.87,8,9.34,49.43,33.48,2,SMS,Yes,Platinum,58.99,20.44,82,48.8,72.84,60,56,80,No,69.57,1,0,C,Yes,Low
9,49.75,75,9.31,46.60,14.44,91,Email,Yes,Platinum,44.62,95.94,72,84.7,11.30,88,49,64,No,62.99,0,0,B,Yes,High
71,53.30,6,71.87,21.23,53.12,19,Phone,Yes,Basic,92.84,73.84,75,80.2,98.56,0,55,90,No,9.10,1,1,B,Yes,High
67,47.37,97,83.43,49.61,50.25,50,SMS,Yes,Gold,9.85,94.33,31,15.2,91.18,79,51,70,No,23.16,0,1,B,Yes,Low
16,38.26,57,85.76,12.87,64.65,82,Email,Yes,Basic,46.56,43.64,0,72.7,76.31,22,86,32,No,55.91,1,0,D,No,Medium
34,93.31,47,67.96,22.00,69.95,98,Phone,Yes,Gold,53.68,24.09,74,32.8,15.48,14,15,69,No,96.31,1,1,A,No,Medium
72,11.25,100,38.80,32.24,39.08,37,SMS,Yes,Platinum,34.82,37.49,7,38.9,76.66,41,45,19,No,70.59,0,0,D,No,Medium
55,25.36,70,65.60,25.23,86.55,89,Email,Yes,Basic,33.31,34.30,49,31.2,72.08,14,9,53,No,35.35,0,1,D,Yes,High
84,60.24,22,38.88,89.39,32.20,5,Phone,Yes,Basic,45.85,63.22,59,9.7,15.40,83,13,30,No,91.70,0,1,C,No,High
75,34.38,67,18.09,9.40,39.32,20,SMS,Yes,Gold,38.22,43.08,83,88.9,41.11,80,77,8,No,28.22,0,1,C,Yes,High
